icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp
407f77,GCMPM   ,United Kingdom,1721483208,1721483208,0.0545,53.4842,342.9,False,26.14,169.8,1.3,,342.9,,False,0,2024-07-19 10:00:00
407f67,EZY71QD ,United Kingdom,1721483211,1721483211,-1.0465,50.4212,5974.08,False,204.35,25.34,-9.75,,6202.68,7452,False,0,2024-07-19 10:00:00
406add,EXS71N  ,United Kingdom,1721483211,1721483211,-0.8714,51.3805,8054.34,False,230.01,358.72,-5.85,,8336.28,5520,False,0,2024-07-19 10:00:00
406ae2,SHT9J   ,United Kingdom,1721482961,1721482961,-0.487,51.4749,,True,7.2,270.0,,,,6210,False,0,2024-07-19 10:00:00
407dc0,HLE98   ,United Kingdom,1721483211,1721483211,-1.8273,54.105,678.18,False,59.55,148.78,0.0,,678.18,0020,False,0,2024-07-19 10:00:00
406ac4,EXS5VE  ,United Kingdom,1721483085,1721483089,0.2584,51.9007,213.36,False,74.97,223.33,-3.58,,220.98,2234,False,0,2024-07-19 10:00:00
a2a915,UAL949  ,United States,1721483132,1721483133,-6.4408,58.3124,10363.2,False,289.45,327.78,0.0,,10530.84,5155,False,0,2024-07-19 10:00:00
407c7d,GICET   ,United Kingdom,1721483197,1721483207,1.1329,51.3884,396.24,False,49.7,242.9,1.63,,396.24,,False,0,2024-07-19 10:00:00
3444cc,VLG9KP  ,Spain,1721483211,1721483211,-0.3744,51.1225,1363.98,False,132.19,257.64,10.73,,1394.46,,False,0,2024-07-19 10:00:00
407c11,KLM1034 ,United Kingdom,1721483212,1721483212,-2.0756,53.4895,4693.92,False,175.94,96.21,14.96,,4838.7,6256,False,0,2024-07-19 10:00:00
06a1db,QQE707  ,Qatar,1721483211,1721483211,-0.8269,50.8073,2705.1,False,143.55,48.2,-2.6,,2781.3,7454,False,0,2024-07-19 10:00:00
a014ff,N104QS  ,United States,1721483211,1721483211,-1.7517,52.451,,True,2.57,230.62,,,,0624,True,0,2024-07-19 10:00:00
4cc541,ICE417  ,Iceland,1721483025,1721483026,-8.5642,57.0374,11887.2,False,252.04,321.8,0.0,,12062.46,7654,False,0,2024-07-19 10:00:00
4cc52b,ICE521  ,Iceland,1721483210,1721483211,-4.4987,58.2703,10972.8,False,267.73,315.16,0.33,,11193.78,5474,True,0,2024-07-19 10:00:00
789276,CPA257  ,China,1721483211,1721483211,-0.1471,51.5831,1684.02,False,122.96,105.78,-8.13,,1722.12,3235,False,0,2024-07-19 10:00:00
4cc582,ICE19A  ,Iceland,1721483211,1721483211,-1.0204,52.9728,9692.64,False,257.26,332.36,7.15,,10012.68,1463,False,0,2024-07-19 10:00:00
406a63,EXS9W   ,United Kingdom,1721483211,1721483211,-0.4883,52.1336,10683.24,False,239.07,318.49,-16.26,,11071.86,3273,False,0,2024-07-19 10:00:00
4021ca,INV05   ,United Kingdom,1721483211,1721483211,0.5224,51.2687,670.56,False,41.03,149.9,-0.98,,655.32,7000,False,0,2024-07-19 10:00:00
3e31d8,DIKBO   ,Germany,1721483211,1721483211,1.2769,51.2168,3048.0,False,145.04,355.32,0.0,,3139.44,5341,False,0,2024-07-19 10:00:00
407d5c,WUK3W   ,United Kingdom,1721483211,1721483211,-0.375,50.855,3223.26,False,139.05,79.77,-3.58,,3329.94,2025,False,0,2024-07-19 10:00:00
406a91,EZY76BZ ,United Kingdom,1721483211,1721483211,0.5057,50.8224,4488.18,False,171.21,308.9,-3.25,,4671.06,7523,False,0,2024-07-19 10:00:00
ac68ef,N899YF  ,United States,1721483211,1721483211,-0.2966,51.887,434.34,False,66.43,253.81,-2.93,,434.34,4005,False,0,2024-07-19 10:00:00
80159f,AIC128  ,India,1721483211,1721483211,0.0319,51.3147,2354.58,False,149.19,90.4,6.83,,2423.16,3426,False,0,2024-07-19 10:00:00
407d09,GFOXP   ,United Kingdom,1721483212,1721483212,-0.8386,52.9593,3299.46,False,48.22,219.81,6.5,,3398.52,0033,False,0,2024-07-19 10:00:00
407d01,GIFRV   ,United Kingdom,1721483211,1721483211,-3.0924,56.3215,716.28,False,71.11,234.13,-0.33,,693.42,,False,0,2024-07-19 10:00:00
407d4e,GDWYP   ,United Kingdom,1721482979,1721483125,-1.1668,53.9563,3680.46,False,26.62,228.92,-2.6,,,7130,False,0,2024-07-19 10:00:00
407d36,HLE80   ,United Kingdom,1721483104,1721483104,-0.2883,51.9149,518.16,False,63.79,179.54,-0.33,,533.4,,False,0,2024-07-19 10:00:00
4047cd,GCBZR   ,United Kingdom,1721483207,1721483207,-1.1172,51.3315,594.36,False,59.43,281.99,0.0,,594.36,,False,0,2024-07-19 10:00:00
407bdc,RUK74HF ,United Kingdom,1721483197,1721483210,-2.2685,53.3607,,True,0.0,315.0,,,,,False,0,2024-07-19 10:00:00
aa28f2,AAL133  ,United States,1721482907,1721482907,-6.2534,53.434,,True,5.92,95.62,,,,,False,0,2024-07-19 10:00:00
407ba4,GFBPS   ,United Kingdom,1721483211,1721483212,-0.8659,53.0329,3322.32,False,50.24,145.01,4.23,,3436.62,0033,False,0,2024-07-19 10:00:00
404865,GPBYA   ,United Kingdom,1721483210,1721483210,-2.9301,53.883,411.48,False,55.15,126.66,0.65,,388.62,1177,False,0,2024-07-19 10:00:00
403dc9,GJTPC   ,United Kingdom,1721483050,1721483050,-0.473,53.952,480.06,False,36.61,250.29,0.65,,464.82,,False,0,2024-07-19 10:00:00
4b187f,SWR14V  ,Switzerland,1721483211,1721483211,-5.2449,54.8114,10972.8,False,257.36,311.27,0.0,,11216.64,3077,False,0,2024-07-19 10:00:00
4b1887,SWR54G  ,Switzerland,1721483211,1721483211,-2.5413,53.5907,10972.8,False,250.31,311.75,0.0,,11285.22,3056,False,0,2024-07-19 10:00:00
4008f1,BAW952M ,United Kingdom,1721483211,1721483211,-0.3265,51.3102,1882.14,False,143.55,110.12,-0.33,,1935.48,1175,False,0,2024-07-19 10:00:00
408052,EZY354P ,United Kingdom,1721483212,1721483212,-2.7718,54.2619,9761.22,False,257.41,353.34,0.0,,10043.16,4475,False,0,2024-07-19 10:00:00
45e613,BIO12   ,Denmark,1721483062,1721483170,-0.345,53.5826,35021.52,False,46.43,201.45,-2.6,,,5472,False,0,2024-07-19 10:00:00
a6a45e,,United States,1721483211,1721483211,-0.7856,51.2729,274.32,False,81.9,243.11,14.96,,289.56,,False,0,2024-07-19 10:00:00
4008b2,BAW575  ,United Kingdom,1721483211,1721483211,-0.0504,51.4587,1402.08,False,102.03,299.28,-1.63,,1440.18,2766,False,0,2024-07-19 10:00:00
408095,HLE07   ,United Kingdom,1721483089,1721483089,0.3323,51.4984,68.58,False,1.15,206.57,-0.65,,83.82,0015,False,0,2024-07-19 10:00:00
43eec7,2DOGZ   ,United Kingdom,1721483211,1721483211,0.2797,51.4301,967.74,False,68.47,277.34,0.0,,982.98,2331,False,0,2024-07-19 10:00:00
4080f6,EZY82QN ,United Kingdom,1721483211,1721483211,0.2025,51.256,1653.54,False,146.81,84.37,1.95,,1706.88,3460,False,0,2024-07-19 10:00:00
3c64fa,DLH450  ,Germany,1721483211,1721483211,0.2698,57.6622,9753.6,False,260.19,328.67,0.0,,10050.78,2551,False,0,2024-07-19 10:00:00
4080e9,BAW45T  ,United Kingdom,1721482889,1721482949,-0.4691,51.4759,,True,6.69,216.56,,,,5760,False,0,2024-07-19 10:00:00
4080cb,NJU8KG  ,United Kingdom,1721483211,1721483211,0.5575,51.2614,2453.64,False,118.35,268.75,12.03,,2545.08,7753,False,0,2024-07-19 10:00:00
4009c5,BAW395B ,United Kingdom,1721483211,1721483211,-0.236,51.4783,807.72,False,87.46,270.0,-5.53,,838.2,4417,False,0,2024-07-19 10:00:00
403f4a,GMZLE   ,United Kingdom,1721483207,1721483207,-0.4707,52.8651,716.28,False,25.95,256.24,0.0,,739.14,,False,0,2024-07-19 10:00:00
403bc5,GLORR   ,United Kingdom,1721483035,1721483039,-2.757,52.8431,213.36,False,33.85,223.15,-2.28,,198.12,,False,0,2024-07-19 10:00:00
400879,BAW437Z ,United Kingdom,1721483211,1721483211,0.2248,51.6549,3215.64,False,129.35,259.23,-5.2,,3314.7,6272,False,0,2024-07-19 10:00:00
a5ef0e,UAL619  ,United States,1721483212,1721483212,-7.5623,55.9532,10668.0,False,253.56,308.82,0.33,,10828.02,4423,False,0,2024-07-19 10:00:00
400804,SHT18C  ,United Kingdom,1721483152,1721483152,-2.2033,57.2013,,True,1.03,250.31,,,,7653,False,0,2024-07-19 10:00:00
43c9c7,KRNEWTON,United Kingdom,1721483077,1721483099,-3.3896,55.8744,373.38,False,29.29,239.38,-7.48,,594.36,,False,0,2024-07-19 10:00:00
43c9aa,TPCLIFFE,United Kingdom,1721483208,1721483210,-1.3781,54.2111,91.44,False,0.0,0.0,0.0,,76.2,7143,False,0,2024-07-19 10:00:00
48440f,KLM281  ,Kingdom of the Netherlands,1721483211,1721483212,1.1039,56.7304,10972.8,False,258.04,330.37,0.0,,11338.56,6373,True,0,2024-07-19 10:00:00
4006eb,EXS16T  ,United Kingdom,1721483078,1721483113,-1.6555,53.8688,,False,202.75,328.49,-9.43,,,0566,False,0,2024-07-19 10:00:00
